DATE,SST_ANOM,TEMP,OLR,OLR ANOM,SOI
1870-01-01,-1.0,,,,
1870-02-01,-1.2,,,,
1870-03-01,-0.83,,,,
1870-04-01,-0.81,,,,
1870-05-01,-1.27,,,,
1870-06-01,-1.08,,,,
1870-07-01,-1.04,,,,
1870-08-01,-0.88,,,,
1870-09-01,-0.53,,,,
1870-10-01,-0.92,,,,
1870-11-01,-0.79,,,,
1870-12-01,-0.79,,,,
1871-01-01,-0.25,,,,
1871-02-01,-0.58,,,,
1871-03-01,-0.43,,,,
1871-04-01,-0.5,,,,
1871-05-01,-0.7,,,,
1871-06-01,-0.53,,,,
1871-07-01,-0.6,,,,
1871-08-01,-0.33,,,,
1871-09-01,-0.24,,,,
1871-10-01,-0.33,,,,
1871-11-01,-0.31,,,,
1871-12-01,-0.58,,,,
1872-01-01,-0.72,,,,
1872-02-01,-0.62,,,,
1872-03-01,-0.5,,,,
1872-04-01,-0.77,,,,
1872-05-01,-0.62,,,,
1872-06-01,-0.52,,,,
1872-07-01,-0.32,,,,
1872-08-01,-0.85,,,,
1872-09-01,-1.02,,,,
1872-10-01,-0.94,,,,
1872-11-01,-0.79,,,,
1872-12-01,-0.88,,,,
1873-01-01,-0.78,,,,
1873-02-01,-1.01,,,,
1873-03-01,-1.31,,,,
1873-04-01,-0.67,,,,
1873-05-01,-0.53,,,,
1873-06-01,-0.48,,,,
1873-07-01,-0.58,,,,
1873-08-01,-0.39,,,,
1873-09-01,-0.34,,,,
1873-10-01,-0.78,,,,
1873-11-01,-0.77,,,,
1873-12-01,-0.7,,,,
1874-01-01,-0.93,,,,
1874-02-01,-1.06,,,,
1874-03-01,-1.4,,,,
1874-04-01,-0.94,,,,
1874-05-01,-0.86,,,,
1874-06-01,-0.72,,,,
1874-07-01,-1.0,,,,
1874-08-01,-1.05,,,,
1874-09-01,-1.13,,,,
1874-10-01,-1.25,,,,
1874-11-01,-1.33,,,,
1874-12-01,-1.14,,,,
1875-01-01,-0.71,,,,
1875-02-01,-0.37,,,,
1875-03-01,-0.59,,,,
1875-04-01,-0.87,,,,
1875-05-01,-1.09,,,,
1875-06-01,-0.76,,,,
1875-07-01,-0.85,,,,
1875-08-01,-0.81,,,,
1875-09-01,-0.91,,,,
1875-10-01,-0.83,,,,
1875-11-01,-0.64,,,,
1875-12-01,-0.75,,,,
1876-01-01,-0.95,,,,
1876-02-01,-1.2,,,,
1876-03-01,-1.13,,,,
1876-04-01,-1.18,,,,
1876-05-01,-1.08,,,,
1876-06-01,-0.43,,,,
1876-07-01,-0.34,,,,
1876-08-01,-0.16,,,,
1876-09-01,-0.02,,,,
1876-10-01,0.11,,,,
1876-11-01,0.15,,,,
1876-12-01,0.23,,,,
1877-01-01,0.35,,,,
1877-02-01,0.46,,,,
1877-03-01,0.52,,,,
1877-04-01,0.5,,,,
1877-05-01,0.76,,,,
1877-06-01,0.98,,,,
1877-07-01,1.42,,,,
1877-08-01,1.54,,,,
1877-09-01,1.75,,,,
1877-10-01,1.95,,,,
1877-11-01,2.08,,,,
1877-12-01,2.49,,,,
1878-01-01,2.41,,,,
1878-02-01,2.43,,,,
1878-03-01,1.31,,,,
1878-04-01,0.92,,,,
1878-05-01,0.82,,,,
1878-06-01,0.92,,,,
1878-07-01,0.25,,,,
1878-08-01,-0.11,,,,
1878-09-01,-0.32,,,,
1878-10-01,-0.53,,,,
1878-11-01,-0.7,,,,
1878-12-01,-0.75,,,,
1879-01-01,-0.55,,,,
1879-02-01,-0.18,,,,
1879-03-01,-0.24,,,,
1879-04-01,-0.37,,,,
1879-05-01,-0.83,,,,
1879-06-01,-0.67,,,,
1879-07-01,-0.77,,,,
1879-08-01,-0.69,,,,
1879-09-01,-0.83,,,,
1879-10-01,-0.93,,,,
1879-11-01,-1.14,,,,
1879-12-01,-1.02,,,,
1880-01-01,-1.0,,,,
1880-02-01,-0.73,,,,
1880-03-01,-0.62,,,,
1880-04-01,-0.57,,,,
1880-05-01,-0.71,,,,
1880-06-01,-0.61,,,,
1880-07-01,-0.53,,,,
1880-08-01,-0.24,,,,
1880-09-01,-0.03,,,,
1880-10-01,0.17,,,,
1880-11-01,0.24,,,,
1880-12-01,0.18,,,,
1881-01-01,0.29,,,,
1881-02-01,0.23,,,,
1881-03-01,0.32,,,,
1881-04-01,0.41,,,,
1881-05-01,0.16,,,,
1881-06-01,0.23,,,,
1881-07-01,-0.26,,,,
1881-08-01,-0.17,,,,
1881-09-01,-0.33,,,,
1881-10-01,-0.43,,,,
1881-11-01,-0.59,,,,
1881-12-01,-0.37,,,,
1882-01-01,-0.45,,,,
1882-02-01,-0.55,,,,
1882-03-01,-0.53,,,,
1882-04-01,0.1,,,,
1882-05-01,0.01,,,,
1882-06-01,-0.4,,,,
1882-07-01,-0.57,,,,
1882-08-01,-0.33,,,,
1882-09-01,-0.51,,,,
1882-10-01,-0.65,,,,
1882-11-01,-0.92,,,,
1882-12-01,-0.75,,,,
1883-01-01,-0.46,,,,
1883-02-01,-0.49,,,,
1883-03-01,-0.4,,,,
1883-04-01,-0.23,,,,
1883-05-01,-0.38,,,,
1883-06-01,-0.21,,,,
1883-07-01,-0.01,,,,
1883-08-01,-0.03,,,,
1883-09-01,-0.17,,,,
1883-10-01,-0.42,,,,
1883-11-01,-0.22,,,,
1883-12-01,-0.14,,,,
1884-01-01,-0.11,,,,
1884-02-01,-0.01,,,,
1884-03-01,-0.0,,,,
1884-04-01,0.26,,,,
1884-05-01,0.4,,,,
1884-06-01,-0.13,,,,
1884-07-01,0.28,,,,
1884-08-01,0.2,,,,
1884-09-01,0.18,,,,
1884-10-01,0.29,,,,
1884-11-01,0.3,,,,
1884-12-01,0.35,,,,
1885-01-01,0.12,,,,
1885-02-01,0.27,,,,
1885-03-01,0.12,,,,
1885-04-01,-0.02,,,,
1885-05-01,0.44,,,,
1885-06-01,0.17,,,,
1885-07-01,0.08,,,,
1885-08-01,0.34,,,,
1885-09-01,0.52,,,,
1885-10-01,0.72,,,,
1885-11-01,0.81,,,,
1885-12-01,1.02,,,,
1886-01-01,0.17,,,,
1886-02-01,-0.1,,,,
1886-03-01,-0.11,,,,
1886-04-01,-0.37,,,,
1886-05-01,-0.85,,,,
1886-06-01,-0.9,,,,
1886-07-01,-0.97,,,,
1886-08-01,-1.03,,,,
1886-09-01,-1.21,,,,
1886-10-01,-1.14,,,,
1886-11-01,-1.34,,,,
1886-12-01,-1.44,,,,
1887-01-01,-0.68,,,,
1887-02-01,-1.02,,,,
1887-03-01,-1.17,,,,
1887-04-01,-1.18,,,,
1887-05-01,-1.14,,,,
1887-06-01,-0.56,,,,
1887-07-01,-0.55,,,,
1887-08-01,-0.62,,,,
1887-09-01,-0.34,,,,
1887-10-01,-0.12,,,,
1887-11-01,0.04,,,,
1887-12-01,0.15,,,,
1888-01-01,0.15,,,,
1888-02-01,0.66,,,,
1888-03-01,0.4,,,,
1888-04-01,0.3,,,,
1888-05-01,0.47,,,,
1888-06-01,0.4,,,,
1888-07-01,0.56,,,,
1888-08-01,0.93,,,,
1888-09-01,0.58,,,,
1888-10-01,1.42,,,,
1888-11-01,2.21,,,,
1888-12-01,1.67,,,,
1889-01-01,1.98,,,,
1889-02-01,1.47,,,,
1889-03-01,0.83,,,,
1889-04-01,0.46,,,,
1889-05-01,0.32,,,,
1889-06-01,0.09,,,,
1889-07-01,-0.76,,,,
1889-08-01,-0.99,,,,
1889-09-01,-0.92,,,,
1889-10-01,-1.31,,,,
1889-11-01,-1.08,,,,
1889-12-01,-1.25,,,,
1890-01-01,-2.49,,,,
1890-02-01,-2.11,,,,
1890-03-01,-1.15,,,,
1890-04-01,-1.14,,,,
1890-05-01,-1.0,,,,
1890-06-01,-0.86,,,,
1890-07-01,-0.92,,,,
1890-08-01,-1.38,,,,
1890-09-01,-1.29,,,,
1890-10-01,-1.26,,,,
1890-11-01,-1.07,,,,
1890-12-01,-0.68,,,,
1891-01-01,-0.45,,,,
1891-02-01,-0.25,,,,
1891-03-01,-0.07,,,,
1891-04-01,0.15,,,,
1891-05-01,0.13,,,,
1891-06-01,0.29,,,,
1891-07-01,0.11,,,,
1891-08-01,0.05,,,,
1891-09-01,-0.08,,,,
1891-10-01,-0.03,,,,
1891-11-01,0.06,,,,
1891-12-01,0.01,,,,
1892-01-01,-0.5,,,,
1892-02-01,-0.34,,,,
1892-03-01,-0.58,,,,
1892-04-01,-0.65,,,,
1892-05-01,-0.72,,,,
1892-06-01,-0.57,,,,
1892-07-01,-0.62,,,,
1892-08-01,-0.63,,,,
1892-09-01,-1.07,,,,
1892-10-01,-1.54,,,,
1892-11-01,-1.62,,,,
1892-12-01,-1.18,,,,
1893-01-01,-1.23,,,,
1893-02-01,-1.16,,,,
1893-03-01,-1.24,,,,
1893-04-01,-1.3,,,,
1893-05-01,-1.32,,,,
1893-06-01,-1.19,,,,
1893-07-01,-1.32,,,,
1893-08-01,-1.29,,,,
1893-09-01,-1.28,,,,
1893-10-01,-1.36,,,,
1893-11-01,-1.3,,,,
1893-12-01,-1.0,,,,
1894-01-01,-1.09,,,,
1894-02-01,-1.13,,,,
1894-03-01,-1.06,,,,
1894-04-01,-0.92,,,,
1894-05-01,-1.0,,,,
1894-06-01,-0.84,,,,
1894-07-01,-0.88,,,,
1894-08-01,-0.8,,,,
1894-09-01,-1.1,,,,
1894-10-01,-0.82,,,,
1894-11-01,-0.92,,,,
1894-12-01,-0.48,,,,
1895-01-01,-0.73,,,,
1895-02-01,-0.49,,,,
1895-03-01,-0.4,,,,
1895-04-01,-0.17,,,,
1895-05-01,-0.03,,,,
1895-06-01,-0.21,,,,
1895-07-01,-0.26,,,,
1895-08-01,0.36,,,,
1895-09-01,0.42,,,,
1895-10-01,0.32,,,,
1895-11-01,0.44,,,,
1895-12-01,0.48,,,,
1896-01-01,0.16,,,,
1896-02-01,0.09,,,,
1896-03-01,0.15,,,,
1896-04-01,-0.01,,,,
1896-05-01,-0.04,,,,
1896-06-01,-0.21,,,,
1896-07-01,0.43,,,,
1896-08-01,1.05,,,,
1896-09-01,1.04,,,,
1896-10-01,1.1,,,,
1896-11-01,1.51,,,,
1896-12-01,1.55,,,,
1897-01-01,1.49,,,,
1897-02-01,1.14,,,,
1897-03-01,0.54,,,,
1897-04-01,-0.22,,,,
1897-05-01,-0.17,,,,
1897-06-01,-0.02,,,,
1897-07-01,0.07,,,,
1897-08-01,-0.15,,,,
1897-09-01,-0.24,,,,
1897-10-01,-0.57,,,,
1897-11-01,-0.61,,,,
1897-12-01,-0.4,,,,
1898-01-01,-0.51,,,,
1898-02-01,-0.57,,,,
1898-03-01,-0.79,,,,
1898-04-01,-0.61,,,,
1898-05-01,-0.59,,,,
1898-06-01,-0.28,,,,
1898-07-01,-0.63,,,,
1898-08-01,-0.76,,,,
1898-09-01,-0.19,,,,
1898-10-01,-0.33,,,,
1898-11-01,-0.66,,,,
1898-12-01,-0.78,,,,
1899-01-01,-0.75,,,,
1899-02-01,-0.71,,,,
1899-03-01,-0.56,,,,
1899-04-01,-0.34,,,,
1899-05-01,0.04,,,,
1899-06-01,0.09,,,,
1899-07-01,-0.02,,,,
1899-08-01,0.63,,,,
1899-09-01,0.43,,,,
1899-10-01,0.92,,,,
1899-11-01,1.29,,,,
1899-12-01,1.51,,,,
1900-01-01,1.41,,,,
1900-02-01,1.29,,,,
1900-03-01,0.99,,,,
1900-04-01,0.66,,,,
1900-05-01,0.54,,,,
1900-06-01,0.76,,,,
1900-07-01,0.75,,,,
1900-08-01,0.78,,,,
1900-09-01,0.56,,,,
1900-10-01,0.42,,,,
1900-11-01,0.14,,,,
1900-12-01,0.6,,,,
1901-01-01,0.82,,,,
1901-02-01,0.29,,,,
1901-03-01,0.05,,,,
1901-04-01,-0.13,,,,
1901-05-01,-0.19,,,,
1901-06-01,-0.26,,,,
1901-07-01,-0.3,,,,
1901-08-01,-0.38,,,,
1901-09-01,-0.3,,,,
1901-10-01,-0.31,,,,
1901-11-01,-0.39,,,,
1901-12-01,-0.35,,,,
1902-01-01,-0.5,,,,
1902-02-01,-0.26,,,,
1902-03-01,-0.27,,,,
1902-04-01,0.2,,,,
1902-05-01,0.47,,,,
1902-06-01,0.77,,,,
1902-07-01,1.44,,,,
1902-08-01,1.21,,,,
1902-09-01,1.44,,,,
1902-10-01,1.4,,,,
1902-11-01,1.54,,,,
1902-12-01,1.39,,,,
1903-01-01,1.33,,,,
1903-02-01,0.93,,,,
1903-03-01,0.79,,,,
1903-04-01,0.36,,,,
1903-05-01,-0.1,,,,
1903-06-01,0.29,,,,
1903-07-01,-0.49,,,,
1903-08-01,-0.32,,,,
1903-09-01,-0.6,,,,
1903-10-01,-0.42,,,,
1903-11-01,-0.76,,,,
1903-12-01,-1.02,,,,
1904-01-01,-0.73,,,,
1904-02-01,-0.79,,,,
1904-03-01,-0.85,,,,
1904-04-01,-0.72,,,,
1904-05-01,-0.4,,,,
1904-06-01,0.14,,,,
1904-07-01,0.75,,,,
1904-08-01,0.54,,,,
1904-09-01,0.01,,,,
1904-10-01,0.91,,,,
1904-11-01,0.15,,,,
1904-12-01,0.86,,,,
1905-01-01,0.68,,,,
1905-02-01,0.72,,,,
1905-03-01,0.92,,,,
1905-04-01,0.29,,,,
1905-05-01,1.08,,,,
1905-06-01,0.59,,,,
1905-07-01,0.82,,,,
1905-08-01,1.04,,,,
1905-09-01,1.42,,,,
1905-10-01,1.12,,,,
1905-11-01,0.83,,,,
1905-12-01,1.17,,,,
1906-01-01,0.89,,,,
1906-02-01,0.67,,,,
1906-03-01,0.8,,,,
1906-04-01,0.45,,,,
1906-05-01,0.02,,,,
1906-06-01,0.15,,,,
1906-07-01,-0.49,,,,
1906-08-01,-0.37,,,,
1906-09-01,-0.81,,,,
1906-10-01,-0.87,,,,
1906-11-01,-0.33,,,,
1906-12-01,-0.51,,,,
1907-01-01,-0.57,,,,
1907-02-01,-0.41,,,,
1907-03-01,-0.43,,,,
1907-04-01,-0.56,,,,
1907-05-01,-0.47,,,,
1907-06-01,-0.41,,,,
1907-07-01,-0.55,,,,
1907-08-01,-0.65,,,,
1907-09-01,0.13,,,,
1907-10-01,-0.25,,,,
1907-11-01,-0.25,,,,
1907-12-01,-0.09,,,,
1908-01-01,-0.27,,,,
1908-02-01,0.07,,,,
1908-03-01,-0.63,,,,
1908-04-01,-0.55,,,,
1908-05-01,-0.45,,,,
1908-06-01,-0.22,,,,
1908-07-01,-0.63,,,,
1908-08-01,-0.4,,,,
1908-09-01,-0.52,,,,
1908-10-01,-0.5,,,,
1908-11-01,-0.88,,,,
1908-12-01,-1.15,,,,
1909-01-01,-0.29,,,,
1909-02-01,-0.88,,,,
1909-03-01,-0.54,,,,
1909-04-01,-0.68,,,,
1909-05-01,-0.36,,,,
1909-06-01,-1.1,,,,
1909-07-01,-1.0,,,,
1909-08-01,-0.97,,,,
1909-09-01,-0.85,,,,
1909-10-01,-1.24,,,,
1909-11-01,-1.5,,,,
1909-12-01,-1.08,,,,
1910-01-01,-0.93,,,,
1910-02-01,-0.64,,,,
1910-03-01,-0.79,,,,
1910-04-01,-1.17,,,,
1910-05-01,-1.41,,,,
1910-06-01,-1.04,,,,
1910-07-01,-0.88,,,,
1910-08-01,-0.9,,,,
1910-09-01,-1.29,,,,
1910-10-01,-0.94,,,,
1910-11-01,-0.53,,,,
1910-12-01,-0.64,,,,
1911-01-01,-0.57,,,,
1911-02-01,-0.58,,,,
1911-03-01,-0.82,,,,
1911-04-01,-1.11,,,,
1911-05-01,-1.05,,,,
1911-06-01,-0.64,,,,
1911-07-01,-0.22,,,,
1911-08-01,-0.28,,,,
1911-09-01,0.22,,,,
1911-10-01,0.2,,,,
1911-11-01,0.84,,,,
1911-12-01,0.96,,,,
1912-01-01,1.55,,,,
1912-02-01,0.83,,,,
1912-03-01,0.69,,,,
1912-04-01,0.58,,,,
1912-05-01,0.0,,,,
1912-06-01,-0.24,,,,
1912-07-01,-0.1,,,,
1912-08-01,-0.4,,,,
1912-09-01,0.09,,,,
1912-10-01,-0.13,,,,
1912-11-01,0.16,,,,
1912-12-01,-0.49,,,,
1913-01-01,-0.2,,,,
1913-02-01,0.18,,,,
1913-03-01,0.16,,,,
1913-04-01,-0.77,,,,
1913-05-01,-0.28,,,,
1913-06-01,-0.16,,,,
1913-07-01,-0.15,,,,
1913-08-01,-0.09,,,,
1913-09-01,0.05,,,,
1913-10-01,0.03,,,,
1913-11-01,0.8,,,,
1913-12-01,0.85,,,,
1914-01-01,0.7,,,,
1914-02-01,0.8,,,,
1914-03-01,0.32,,,,
1914-04-01,0.69,,,,
1914-05-01,0.01,,,,
1914-06-01,0.08,,,,
1914-07-01,0.53,,,,
1914-08-01,0.92,,,,
1914-09-01,0.68,,,,
1914-10-01,0.26,,,,
1914-11-01,0.3,,,,
1914-12-01,0.68,,,,
1915-01-01,0.88,,,,
1915-02-01,0.65,,,,
1915-03-01,0.49,,,,
1915-04-01,0.47,,,,
1915-05-01,0.52,,,,
1915-06-01,1.1,,,,
1915-07-01,0.07,,,,
1915-08-01,0.05,,,,
1915-09-01,0.17,,,,
1915-10-01,0.24,,,,
1915-11-01,-0.15,,,,
1915-12-01,-0.23,,,,
1916-01-01,-0.12,,,,
1916-02-01,-0.61,,,,
1916-03-01,-0.54,,,,
1916-04-01,-0.63,,,,
1916-05-01,-0.23,,,,
1916-06-01,-0.36,,,,
1916-07-01,-1.11,,,,
1916-08-01,-1.48,,,,
1916-09-01,-1.36,,,,
1916-10-01,-1.36,,,,
1916-11-01,-1.72,,,,
1916-12-01,-1.64,,,,
1917-01-01,-1.56,,,,
1917-02-01,-1.2,,,,
1917-03-01,-0.64,,,,
1917-04-01,-0.29,,,,
1917-05-01,-0.3,,,,
1917-06-01,-0.04,,,,
1917-07-01,-0.05,,,,
1917-08-01,0.15,,,,
1917-09-01,-0.03,,,,
1917-10-01,0.04,,,,
1917-11-01,-0.43,,,,
1917-12-01,-0.72,,,,
1918-01-01,-0.84,,,,
1918-02-01,-0.82,,,,
1918-03-01,-0.96,,,,
1918-04-01,-0.56,,,,
1918-05-01,-0.17,,,,
1918-06-01,0.37,,,,
1918-07-01,-0.07,,,,
1918-08-01,0.12,,,,
1918-09-01,0.41,,,,
1918-10-01,0.93,,,,
1918-11-01,1.23,,,,
1918-12-01,1.3,,,,
1919-01-01,1.6,,,,
1919-02-01,1.24,,,,
1919-03-01,0.9,,,,
1919-04-01,0.69,,,,
1919-05-01,0.63,,,,
1919-06-01,0.61,,,,
1919-07-01,0.4,,,,
1919-08-01,0.62,,,,
1919-09-01,0.5,,,,
1919-10-01,0.13,,,,
1919-11-01,-0.37,,,,
1919-12-01,0.34,,,,
1920-01-01,0.64,,,,
1920-02-01,0.6,,,,
1920-03-01,0.53,,,,
1920-04-01,-0.16,,,,
1920-05-01,-0.21,,,,
1920-06-01,0.29,,,,
1920-07-01,0.15,,,,
1920-08-01,0.13,,,,
1920-09-01,0.27,,,,
1920-10-01,0.48,,,,
1920-11-01,-0.08,,,,
1920-12-01,-0.01,,,,
1921-01-01,0.43,,,,
1921-02-01,-0.52,,,,
1921-03-01,-1.42,,,,
1921-04-01,-0.55,,,,
1921-05-01,-0.92,,,,
1921-06-01,-0.21,,,,
1921-07-01,-0.27,,,,
1921-08-01,-0.29,,,,
1921-09-01,-0.17,,,,
1921-10-01,0.04,,,,
1921-11-01,-1.03,,,,
1921-12-01,-0.5,,,,
1922-01-01,-0.54,,,,
1922-02-01,-0.07,,,,
1922-03-01,0.08,,,,
1922-04-01,-0.54,,,,
1922-05-01,0.22,,,,
1922-06-01,-0.44,,,,
1922-07-01,-0.44,,,,
1922-08-01,-0.78,,,,
1922-09-01,-0.38,,,,
1922-10-01,-0.26,,,,
1922-11-01,-0.31,,,,
1922-12-01,-0.53,,,,
1923-01-01,-0.41,,,,
1923-02-01,-0.76,,,,
1923-03-01,-0.85,,,,
1923-04-01,-0.55,,,,
1923-05-01,-0.25,,,,
1923-06-01,-0.15,,,,
1923-07-01,-0.2,,,,
1923-08-01,0.2,,,,
1923-09-01,0.64,,,,
1923-10-01,0.79,,,,
1923-11-01,0.87,,,,
1923-12-01,1.02,,,,
1924-01-01,0.46,,,,
1924-02-01,0.63,,,,
1924-03-01,0.39,,,,
1924-04-01,-0.02,,,,
1924-05-01,-0.85,,,,
1924-06-01,-0.67,,,,
1924-07-01,-0.98,,,,
1924-08-01,-0.78,,,,
1924-09-01,-0.86,,,,
1924-10-01,-0.46,,,,
1924-11-01,-1.09,,,,
1924-12-01,-0.66,,,,
1925-01-01,-1.03,,,,
1925-02-01,-0.47,,,,
1925-03-01,-0.53,,,,
1925-04-01,-0.52,,,,
1925-05-01,-0.4,,,,
1925-06-01,-0.18,,,,
1925-07-01,0.5,,,,
1925-08-01,0.68,,,,
1925-09-01,0.77,,,,
1925-10-01,0.85,,,,
1925-11-01,1.0,,,,
1925-12-01,1.6,,,,
1926-01-01,1.52,,,,
1926-02-01,1.29,,,,
1926-03-01,1.19,,,,
1926-04-01,1.01,,,,
1926-05-01,0.83,,,,
1926-06-01,0.61,,,,
1926-07-01,0.63,,,,
1926-08-01,0.15,,,,
1926-09-01,-0.07,,,,
1926-10-01,-0.39,,,,
1926-11-01,-0.27,,,,
1926-12-01,-0.23,,,,
1927-01-01,0.1,,,,
1927-02-01,0.23,,,,
1927-03-01,-0.18,,,,
1927-04-01,-0.27,,,,
1927-05-01,-0.59,,,,
1927-06-01,-0.15,,,,
1927-07-01,-0.31,,,,
1927-08-01,-0.09,,,,
1927-09-01,-0.16,,,,
1927-10-01,0.27,,,,
1927-11-01,-0.04,,,,
1927-12-01,0.25,,,,
1928-01-01,0.47,,,,
1928-02-01,0.21,,,,
1928-03-01,-0.24,,,,
1928-04-01,-0.22,,,,
1928-05-01,-0.04,,,,
1928-06-01,-0.26,,,,
1928-07-01,0.02,,,,
1928-08-01,-0.28,,,,
1928-09-01,-0.13,,,,
1928-10-01,-0.12,,,,
1928-11-01,-0.17,,,,
1928-12-01,-0.03,,,,
1929-01-01,-0.15,,,,
1929-02-01,-0.08,,,,
1929-03-01,-0.15,,,,
1929-04-01,-0.15,,,,
1929-05-01,-0.17,,,,
1929-06-01,0.13,,,,
1929-07-01,-0.02,,,,
1929-08-01,0.1,,,,
1929-09-01,0.3,,,,
1929-10-01,0.4,,,,
1929-11-01,0.18,,,,
1929-12-01,0.63,,,,
1930-01-01,0.35,,,,
1930-02-01,0.39,,,,
1930-03-01,0.29,,,,
1930-04-01,0.41,,,,
1930-05-01,-0.04,,,,
1930-06-01,0.27,,,,
1930-07-01,0.64,,,,
1930-08-01,0.68,,,,
1930-09-01,1.28,,,,
1930-10-01,1.14,,,,
1930-11-01,1.79,,,,
1930-12-01,1.41,,,,
1931-01-01,1.49,,,,
1931-02-01,1.33,,,,
1931-03-01,1.18,,,,
1931-04-01,0.96,,,,
1931-05-01,0.63,,,,
1931-06-01,0.48,,,,
1931-07-01,0.4,,,,
1931-08-01,0.15,,,,
1931-09-01,-0.42,,,,
1931-10-01,-0.22,,,,
1931-11-01,-0.27,,,,
1931-12-01,-0.28,,,,
1932-01-01,-0.42,,,,
1932-02-01,-0.19,,,,
1932-03-01,0.25,,,,
1932-04-01,0.25,,,,
1932-05-01,0.28,,,,
1932-06-01,0.19,,,,
1932-07-01,-0.11,,,,
1932-08-01,0.09,,,,
1932-09-01,0.02,,,,
1932-10-01,0.02,,,,
1932-11-01,-0.04,,,,
1932-12-01,-0.41,,,,
1933-01-01,-0.21,,,,
1933-02-01,-0.08,,,,
1933-03-01,-0.2,,,,
1933-04-01,0.01,,,,
1933-05-01,-0.4,,,,
1933-06-01,-0.86,,,,
1933-07-01,-0.66,,,,
1933-08-01,-0.94,,,,
1933-09-01,-0.77,,,,
1933-10-01,-1.1,,,,
1933-11-01,-1.06,,,,
1933-12-01,-1.21,,,,
1934-01-01,-0.93,,,,
1934-02-01,-0.87,,,,
1934-03-01,-0.95,,,,
1934-04-01,-0.42,,,,
1934-05-01,-0.49,,,,
1934-06-01,-0.33,,,,
1934-07-01,-0.43,,,,
1934-08-01,-0.33,,,,
1934-09-01,-0.52,,,,
1934-10-01,-0.26,,,,
1934-11-01,-0.11,,,,
1934-12-01,-0.24,,,,
1935-01-01,-0.32,,,,
1935-02-01,-0.19,,,,
1935-03-01,-0.28,,,,
1935-04-01,-0.32,,,,
1935-05-01,-0.54,,,,
1935-06-01,-0.4,,,,
1935-07-01,-0.65,,,,
1935-08-01,0.06,,,,
1935-09-01,0.08,,,,
1935-10-01,0.28,,,,
1935-11-01,0.28,,,,
1935-12-01,-0.04,,,,
1936-01-01,0.74,,,,
1936-02-01,0.49,,,,
1936-03-01,0.0,,,,
1936-04-01,0.29,,,,
1936-05-01,-0.07,,,,
1936-06-01,-0.35,,,,
1936-07-01,-0.34,,,,
1936-08-01,-0.32,,,,
